id,question,expected,predicted,confidence,yes_prob,no_prob,is_uncertain,correct
2514,Consider the following premises: There is at least one z_1 for which z_1 will drive a car or z_1 will drive a car. Can we infer the following from them? Answer yes or no: There is at least one z_1 for which z_1 will drive a car.,yes,yes,1.0,1.0,0.0,False,True
4126,"Consider the following premises: For all v_3, v_3 is bored. Can we infer the following from them? Answer yes or no: For all v_3, v_3 will not play tennis.",no,no,1.0,0.0,1.0,False,True
3642,"Consider the following premises: For all x_1, x_1 will go running. Can we infer the following from them? Answer yes or no: For all x_1, x_1 is a mechanic.",no,no,1.0,0.0,1.0,False,True
3732,"Consider the following premises: For all x, x is poor, and x will sleep and x will go running. Can we infer the following from them? Answer yes or no: For all x, x is poor and x will sleep, and x will go running.",yes,yes,0.9999998555019682,0.9999998555019682,1.444980317078884e-07,False,True
4180,"Consider the following premises: For all x, if x were a server, then x is listening to a song. Can we infer the following from them? Answer yes or no: For all x, x is not a server or x will listen to a song.",yes,yes,1.0,1.0,0.0,False,True
4479,"Consider the following premises: For all x, x is not a janitor. For all x, x is a janitor or x will go running. Can we infer the following from them? Answer yes or no: For all x, x is not a taxi driver.",no,no,1.0,0.0,1.0,False,True
1927,Consider the following premises: There is at least one v_2 for which v_2 is a scientist. Can we infer the following from them? Answer yes or no: There is at least one v_2 for which v_2 will listen to a song.,no,no,1.0,0.0,1.0,False,True
2084,"Consider the following premises: There is at least one x for which x is a musician. For all x, x will write a letter. Can we infer the following from them? Answer yes or no: There is at least one x for which x will work.",no,no,1.0,0.0,1.0,False,True
3372,Consider the following premises: Linda is drinking water and it is raining. Can we infer the following from them? Answer yes or no: It is raining.,yes,yes,1.0,1.0,0.0,False,True
4110,"Consider the following premises: For all y, y is an office clerk. Can we infer the following from them? Answer yes or no: For all y, y is an office clerk.",yes,yes,1.0,1.0,0.0,False,True
2444,Consider the following premises: Susan is bored. Can we infer the following from them? Answer yes or no: There is at least one y_4 for which y_4 is bored.,yes,yes,0.9999999999954912,0.9999999999954912,4.508755242274496e-12,False,True
2142,"Consider the following premises: There is at least one z_4 for which z_4 is not a police officer. For all z_4, if z_4 were a police officer, then z_4 is a cashier. Can we infer the following from them? Answer yes or no: There is at least one z_4 for which z_4 is not a cashier.",no,no,0.9999999999999174,8.258073285555239e-14,0.9999999999999174,False,True
3634,"Consider the following premises: For all x, x is an artist. Can we infer the following from them? Answer yes or no: For all x, x will play a game.",no,no,1.0,0.0,1.0,False,True
3968,"Consider the following premises: For all x, x is a doctor if and only if x will make tea. Can we infer the following from them? Answer yes or no: For all x, if x were a doctor, then x is making tea and if x makes tea, then x is a doctor.",yes,no,0.9706877684006775,0.02931223159932252,0.9706877684006775,False,False
1286,"Consider the following premises: It is windy, or Richard is curious and it is cold. Can we infer the following from them? Answer yes or no: It is not cloudy.",no,no,1.0,0.0,1.0,False,True
3082,"Consider the following premises: For all w_3, if w_3 were a sailor, then w_3 is bored. For all w_3, if w_3 were a sailor, then w_3 is a lawyer. Can we infer the following from them? Answer yes or no: For all w_3, if w_3 were bored, then w_3 is a lawyer.",no,no,0.9999999999992165,7.835043302021596e-13,0.9999999999992165,False,True
3175,"Consider the following premises: Robert is curious. If Robert were curious, then it is overcast. Can we infer the following from them? Answer yes or no: Robert is an artist.",no,no,1.0,0.0,1.0,False,True
1897,"Consider the following premises: There is at least one u for which u is rich. Can we infer the following from them? Answer yes or no: For all u, u is not rich.",no,no,1.0,0.0,1.0,False,True
3564,"Consider the following premises: For all x, neither x will play tennis nor x is a poet. Can we infer the following from them? Answer yes or no: For all x, x will not drink water.",no,no,1.0,0.0,1.0,False,True
4718,"Consider the following premises: For all x, x will cook or x will cook. Can we infer the following from them? Answer yes or no: For all x, x will not take a plane.",no,no,1.0,0.0,1.0,False,True
3512,"Consider the following premises: For all x, neither x will listen to a song nor x is a taxi driver. Can we infer the following from them? Answer yes or no: There is at least one x for which the claim that x will not listen to a song and the claim that x is not a taxi driver cannot both be true.",no,no,1.0,0.0,1.0,False,True
4314,"Consider the following premises: For all u, the claim that u will make tea and the claim that u will listen to a song cannot both be true. For all u, u will not make tea. Can we infer the following from them? Answer yes or no: For all u, u will listen to a song.",no,no,0.9999999999948909,5.109090017221581e-12,0.9999999999948909,False,True
3443,"Consider the following premises: If Michael listens to a song, then Jessica is a soldier. If Jessica were a soldier, then David is taking a plane. Can we infer the following from them? Answer yes or no: If Michael listens to a song, then David is taking a plane.",yes,yes,1.0,1.0,0.0,False,True
2038,"Consider the following premises: For all x, x is fast. There is at least one x for which x is a sailor. Can we infer the following from them? Answer yes or no: For all x, the claim that x is a sailor and the claim that x is fast cannot both be true.",no,no,1.0,0.0,1.0,False,True
1230,"Consider the following premises: Linda is a soldier, or it is cloudy and Susan is a poet. Can we infer the following from them? Answer yes or no: The claim that Linda is a soldier or it is cloudy and the claim that Linda is a soldier or Susan is a poet cannot both be true.",no,no,1.0,0.0,1.0,False,True
1597,"Consider the following premises: For all u_3, u_3 is a janitor if and only if u_3 will drive a car. There is at least one u_3 for which u_3 will not drive a car. Can we infer the following from them? Answer yes or no: For all u_3, u_3 is a janitor.",no,no,1.0,0.0,1.0,False,True
4706,"Consider the following premises: For all v_1, v_1 is a soldier and v_1 is a soldier. Can we infer the following from them? Answer yes or no: For all v_1, v_1 will not drive a car.",no,no,1.0,0.0,1.0,False,True
1237,"Consider the following premises: It is cloudy, and either Linda is playing a game or Richard is cooking. Can we infer the following from them? Answer yes or no: Neither it is cloudy and Linda is playing a game nor it is cloudy and Richard is cooking.",no,no,1.0,0.0,1.0,False,True
3499,"Consider the following premises: For all y_2, if y_2 were a nurse, then y_2 is a poet. John is a poet. Can we infer the following from them? Answer yes or no: John is a nurse.",no,no,1.0,0.0,1.0,False,True
1302,"Consider the following premises: There is at least one y for which the claim that y is a scientist and the claim that y is a server cannot both be true. Can we infer the following from them? Answer yes or no: For all y, neither y is not a scientist nor y is not a server.",no,no,0.9999999943972036,5.60279640614594e-09,0.9999999943972036,False,True
1900,"Consider the following premises: There is at least one u for which u is a doctor. Can we infer the following from them? Answer yes or no: For all u, u is not a doctor.",no,no,1.0,0.0,1.0,False,True
2121,"Consider the following premises: For all v, the claim that v will climb a mountain and the claim that v is a nurse cannot both be true. There is at least one v for which v will not climb a mountain. Can we infer the following from them? Answer yes or no: There is at least one v for which v is a nurse.",no,no,1.0,0.0,1.0,False,True
1819,"Consider the following premises: There is at least one z for which z will climb a mountain or z will work. Can we infer the following from them? Answer yes or no: For all z, neither z will work nor z will climb a mountain.",no,no,1.0,0.0,1.0,False,True
3154,"Consider the following premises: If it is late, then Joseph is a taxi driver. It is late. Can we infer the following from them? Answer yes or no: It is not windy.",no,no,1.0,0.0,1.0,False,True
3847,"Consider the following premises: For all x, x is an astronaut if and only if x is poor. Can we infer the following from them? Answer yes or no: For all x, x will go running.",no,no,1.0,0.0,1.0,False,True
4944,"Consider the following premises: For all x, x will play a game. For all x, if x goes running, then x is not playing a game. Can we infer the following from them? Answer yes or no: For all x, x will not go running.",yes,yes,1.0,1.0,0.0,False,True
4022,"Consider the following premises: For all x, x will play tennis or x is a sailor. Can we infer the following from them? Answer yes or no: There is at least one x for which neither x is a sailor nor x will play tennis.",no,no,1.0,0.0,1.0,False,True
4370,"Consider the following premises: For all x, if x writes a letter, then x is making tea. For all x, if x works, then x is making tea. For all x, x will work or x will write a letter. Can we infer the following from them? Answer yes or no: There is at least one x for which x will not make tea.",no,no,1.0,0.0,1.0,False,True
3614,"Consider the following premises: For all x, x will climb a mountain. Can we infer the following from them? Answer yes or no: For all x, x will climb a mountain or x will drink water.",yes,yes,1.0,1.0,0.0,False,True
4326,"Consider the following premises: For all z, if z were a nurse, then z is a politician. For all z, z is not a nurse. Can we infer the following from them? Answer yes or no: For all z, z is not a politician.",no,no,1.0,0.0,1.0,False,True
4217,"Consider the following premises: For all x, if x were a poet, then x is a sailor. Can we infer the following from them? Answer yes or no: For all x, x is a writer.",no,no,1.0,0.0,1.0,False,True
3435,"Consider the following premises: If it snows, then it is windy. If it is windy, then James is sleeping. Can we infer the following from them? Answer yes or no: If it snows, then James is sleeping.",yes,yes,1.0,1.0,0.0,False,True
4093,"Consider the following premises: For all u, u will drive a car. Can we infer the following from them? Answer yes or no: There is at least one u for which u will not drive a car.",no,no,1.0,0.0,1.0,False,True
4280,"Consider the following premises: For all x, x is a lawyer. For all x, x is happy. Can we infer the following from them? Answer yes or no: For all x, x will work.",no,no,1.0,0.0,1.0,False,True
3503,"Consider the following premises: For all x, neither x will play tennis nor x will listen to a song. Can we infer the following from them? Answer yes or no: There is at least one x for which the claim that x will not play tennis and the claim that x will not listen to a song cannot both be true.",no,no,1.0,0.0,1.0,False,True
2497,"Consider the following premises: There is at least one x_1 for which x_1 will take a plane and x_1 will take a plane. Can we infer the following from them? Answer yes or no: For all x_1, x_1 will not take a plane.",no,no,1.0,0.0,1.0,False,True
3703,"Consider the following premises: For all z_2, z_2 will cook, and z_2 is sad and z_2 is a cashier. Can we infer the following from them? Answer yes or no: There is at least one z_2 for which the claim that z_2 will cook and z_2 is sad, and the claim that z_2 is a cashier cannot both be true.",no,no,1.0,0.0,1.0,False,True
3133,"Consider the following premises: It is sunny. If it is sunny, then it is cloudy. Can we infer the following from them? Answer yes or no: It is cloudy.",yes,yes,1.0,1.0,0.0,False,True
4571,"Consider the following premises: For all z, z is a bartender, or z is a taxi driver and z is a musician. Can we infer the following from them? Answer yes or no: For all z, z will take a plane.",no,no,1.0,0.0,1.0,False,True
1014,Consider the following premises: It is windy. It is sunny. Can we infer the following from them? Answer yes or no: Mary is fast.,no,no,1.0,0.0,1.0,False,True
2473,"Consider the following premises: Elisabeth is a lawyer. Can we infer the following from them? Answer yes or no: For all x, x is a lawyer.",no,no,1.0,0.0,1.0,False,True
4055,"Consider the following premises: For all v, v will play a game and v will listen to a song. Can we infer the following from them? Answer yes or no: For all v, v will play tennis.",no,no,1.0,0.0,1.0,False,True
2436,Consider the following premises: Mary is an artist. Can we infer the following from them? Answer yes or no: There is at least one u for which u is an artist.,yes,yes,1.0,1.0,0.0,False,True
5028,"Consider the following premises: For all x, x is not a cashier or x is an artist. For all x, x is a cashier or x will listen to a song. Can we infer the following from them? Answer yes or no: For all x, x is an artist.",no,no,1.0,0.0,1.0,False,True
1070,"Consider the following premises: Barbara is not driving a car. If Barbara drives a car, then it is snowing. Can we infer the following from them? Answer yes or no: It is not snowing.",no,no,1.0,0.0,1.0,False,True
2226,"Consider the following premises: For all z_4, z_4 is not a cashier. There is at least one z_4 for which z_4 is a cashier or z_4 is happy. Can we infer the following from them? Answer yes or no: For all z_4, z_4 is not happy.",no,no,0.9999999996418252,3.581747929000289e-10,0.9999999996418252,False,True
4604,Consider the following premises: U is a writer. Can we infer the following from them? Answer yes or no: There is at least one y for which y is a writer.,yes,yes,1.0,1.0,0.0,False,True
3530,"Consider the following premises: For all y, neither y will drink water nor y is a bartender. Can we infer the following from them? Answer yes or no: For all y, y will not drink water and y is not a bartender.",yes,yes,0.9999999999975866,0.9999999999975866,2.4133627718273893e-12,False,True
2938,"Consider the following premises: For all x, if x takes a plane, then x is a police officer. There is at least one x for which if x were a police officer, then x is climbing a mountain. Can we infer the following from them? Answer yes or no: There is at least one x for which x will take a plane.",no,no,1.0,0.0,1.0,False,True
2395,"Consider the following premises: There is no w_2 for which w_2 will work. For all w_2, if w_2 works, then w_2 is reading a book. Can we infer the following from them? Answer yes or no: There is no w_2 for which w_2 will read a book.",no,yes,0.9947798743112779,0.9947798743112779,0.005220125688722155,False,False
4484,"Consider the following premises: For all z, z will not work. For all z, z will work or z will write a letter. Can we infer the following from them? Answer yes or no: For all z, z is a cashier.",no,no,1.0,0.0,1.0,False,True
1277,"Consider the following premises: Michael is climbing a mountain, and either Elisabeth is reading a book or William is a bartender. Can we infer the following from them? Answer yes or no: Karen is not a poet.",no,no,1.0,0.0,1.0,False,True
4197,"Consider the following premises: For all w_1, if w_1 sleeps, then w_1 is a politician. Can we infer the following from them? Answer yes or no: For all w_1, w_1 will not sleep or w_1 is a politician.",yes,yes,1.0,1.0,0.0,False,True
2672,"Consider the following premises: There is at least one x for which x will not cook. For all x, if x were a cashier, then x is cooking. Can we infer the following from them? Answer yes or no: For all x, x is a cashier.",no,no,1.0,0.0,1.0,False,True
2500,"Consider the following premises: There is at least one x for which x will drink water or x will drink water. Can we infer the following from them? Answer yes or no: For all x, x will not drink water.",no,no,1.0,0.0,1.0,False,True
3497,"Consider the following premises: For all u, if u were bored, then u is taking a plane. Thomas is taking a plane. Can we infer the following from them? Answer yes or no: Thomas is bored.",no,no,1.0,0.0,1.0,False,True
3894,"Consider the following premises: For all w, if w writes a letter, then w is an artist. For all w, if w were an artist, then w is writing a letter. Can we infer the following from them? Answer yes or no: For all w, w will write a letter if and only if w is an artist.",yes,yes,1.0,1.0,0.0,False,True
2100,"Consider the following premises: For all z, z is a taxi driver. There is at least one z for which z is sad. Can we infer the following from them? Answer yes or no: There is at least one z for which z is not an office clerk.",no,no,0.9999999999877439,1.2256058108171926e-11,0.9999999999877439,False,True
3999,"Consider the following premises: For all x, x is curious if and only if x will drive a car. Can we infer the following from them? Answer yes or no: For all x, x will not cook.",no,no,1.0,0.0,1.0,False,True
4431,"Consider the following premises: For all x, x will not read a book. For all x, x will read a book or x is a soldier. Can we infer the following from them? Answer yes or no: There is at least one x for which x is not a soldier.",no,yes,0.8519528019683106,0.8519528019683106,0.14804719803168948,False,False
1275,"Consider the following premises: Barbara is sleeping, and either Michael is making tea or it is cloudy. Can we infer the following from them? Answer yes or no: either Barbara is sleeping and Michael is making tea, or Barbara is sleeping and it is cloudy.",yes,yes,1.0,1.0,0.0,False,True
4646,Consider the following premises: X is writing a letter. Can we infer the following from them? Answer yes or no: John is not a mechanic.,no,no,1.0,0.0,1.0,False,True
1179,Consider the following premises: It is not overcast. It is overcast or Robert is writing a letter. Can we infer the following from them? Answer yes or no: Robert is writing a letter.,yes,yes,1.0,1.0,0.0,False,True
2278,"Consider the following premises: For all z, z is a police officer or z will read a book. There is at least one z for which z is not a police officer. Can we infer the following from them? Answer yes or no: There is at least one z for which z will play squash.",no,no,1.0,0.0,1.0,False,True
2352,"Consider the following premises: There is at least one v for which v is an office clerk, or v will write a letter and v will play squash. Can we infer the following from them? Answer yes or no: There is at least one v for which v will not play a game.",no,no,1.0,0.0,1.0,False,True
2511,Consider the following premises: There is at least one x for which x will play squash and x will play squash. Can we infer the following from them? Answer yes or no: There is at least one x for which x will play squash.,yes,yes,1.0,1.0,0.0,False,True
4936,"Consider the following premises: For all v, if v were a musician, then v is a police officer. For all v, v is not a police officer. Can we infer the following from them? Answer yes or no: For all v, v is not a musician.",yes,yes,1.0,1.0,0.0,False,True
4564,"Consider the following premises: For all x, x is a lawyer, or x is an office clerk and x is a writer. Can we infer the following from them? Answer yes or no: For all x, x will not play tennis.",no,no,1.0,0.0,1.0,False,True
3011,Consider the following premises: Thomas is a sailor and Thomas is a sailor. Can we infer the following from them? Answer yes or no: It is sunny.,no,no,1.0,0.0,1.0,False,True
3784,"Consider the following premises: For all z, z is a cashier if and only if z is a nurse. For all z, z is not a cashier. Can we infer the following from them? Answer yes or no: There is at least one z for which z is a nurse.",no,no,1.0,0.0,1.0,False,True
2321,"Consider the following premises: There is at least one x for which x will listen to a song, or x is a police officer and x will play a game. Can we infer the following from them? Answer yes or no: For all x, the claim that x will listen to a song or x is a police officer and the claim that x will listen to a song or x will play a game cannot both be true.",no,no,0.9999999999997455,2.5436656473762755e-13,0.9999999999997455,False,True
4227,"Consider the following premises: For all w_1, w_1 is a server. For all w_1, w_1 will work. Can we infer the following from them? Answer yes or no: There is at least one w_1 for which the claim that w_1 will work and the claim that w_1 is a server cannot both be true.",no,no,1.0,0.0,1.0,False,True
1396,"Consider the following premises: There is at least one x for which x will read a book. Can we infer the following from them? Answer yes or no: For all x, neither x will read a book nor x is a nurse.",no,no,1.0,0.0,1.0,False,True
4137,"Consider the following premises: For all z_3, z_3 is excited. Can we infer the following from them? Answer yes or no: For all z_3, z_3 will not sleep.",no,no,1.0,0.0,1.0,False,True
2684,"Consider the following premises: For all x, if x were bored, then x is not an astronaut. There is at least one x for which x is an astronaut. Can we infer the following from them? Answer yes or no: There is at least one x for which x is not bored.",yes,yes,1.0,1.0,0.0,False,True
1800,"Consider the following premises: There is at least one w_4 for which if w_4 climbs a mountain, then w_4 is making tea and if w_4 makes tea, then w_4 is climbing a mountain. Can we infer the following from them? Answer yes or no: There is at least one w_4 for which w_4 will not drink water.",no,no,1.0,0.0,1.0,False,True
2037,"Consider the following premises: There is at least one w for which w will work. For all w, w will read a book. Can we infer the following from them? Answer yes or no: For all w, the claim that w will read a book and the claim that w will work cannot both be true.",no,no,1.0,0.0,1.0,False,True
1575,Consider the following premises: There is at least one x for which x is an artist or x is sad or x is a janitor. Can we infer the following from them? Answer yes or no: There is at least one x for which x is not rich.,no,no,1.0,0.0,1.0,False,True
1661,"Consider the following premises: There is at least one w_1 for which if w_1 plays tennis, then w_1 is sleeping. For all w_1, if w_1 sleeps, then w_1 is playing tennis. Can we infer the following from them? Answer yes or no: For all w_1, it is not true that w_1 will sleep if and only if w_1 will play tennis.",no,no,0.9999999804443193,1.955568070542584e-08,0.9999999804443193,False,True
2589,"Consider the following premises: For all x, x is a bartender. There is at least one x for which if x were a bartender, then x is reading a book. Can we infer the following from them? Answer yes or no: For all x, x will not read a book.",no,no,0.999999999994891,5.109089028037223e-12,0.999999999994891,False,True
4394,"Consider the following premises: For all z_4, z_4 is a police officer or z_4 is a cashier. For all z_4, if z_4 were a cashier, then z_4 is making tea. For all z_4, if z_4 were a police officer, then z_4 is making tea. Can we infer the following from them? Answer yes or no: For all z_4, z_4 will make tea.",yes,yes,1.0,1.0,0.0,False,True
2413,"Consider the following premises: James is drinking water. Can we infer the following from them? Answer yes or no: For all w, w will not drink water.",no,no,1.0,0.0,1.0,False,True
3562,"Consider the following premises: For all x, the claim that x will climb a mountain and the claim that x will listen to a song cannot both be true. Can we infer the following from them? Answer yes or no: For all x, x is not happy.",no,no,1.0,0.0,1.0,False,True
3288,Consider the following premises: It is snowing or it is cloudy. It is not snowing or it is late. Can we infer the following from them? Answer yes or no: It is cloudy or it is late.,yes,yes,1.0,1.0,0.0,False,True
4865,"Consider the following premises: For all x, if x were fast, then x is climbing a mountain. For all x, x is fast. Can we infer the following from them? Answer yes or no: For all x, x will climb a mountain.",yes,yes,0.9999724643200152,0.9999724643200152,2.753567998483061e-05,False,True
3250,"Consider the following premises: If William were a lawyer, then Jessica is not working. Jessica is working. Can we infer the following from them? Answer yes or no: Michael is not playing squash.",no,no,1.0,0.0,1.0,False,True
4814,"Consider the following premises: For all x, x will go running. Can we infer the following from them? Answer yes or no: Thomas is sad.",no,no,1.0,0.0,1.0,False,True
4707,"Consider the following premises: For all x, x is a bartender or x is a bartender. Can we infer the following from them? Answer yes or no: For all x, x is a police officer.",no,no,1.0,0.0,1.0,False,True
3597,"Consider the following premises: For all x, x is a scientist. Can we infer the following from them? Answer yes or no: There is at least one x for which neither x is a scientist nor x will sleep.",no,no,1.0,0.0,1.0,False,True
3085,"Consider the following premises: For all w_3, if w_3 were poor, then w_3 is an office clerk. For all w_3, if w_3 were poor, then w_3 is a poet. Can we infer the following from them? Answer yes or no: For all w_3, if w_3 were a poet, then w_3 is an office clerk.",no,no,1.0,0.0,1.0,False,True
3663,"Consider the following premises: For all v, v is a bartender or v will cook. For all v, v is a bartender. Can we infer the following from them? Answer yes or no: For all v, v will cook.",no,no,1.0,0.0,1.0,False,True
4230,"Consider the following premises: For all w_1, w_1 is a bartender. For all w_1, w_1 is a scientist. Can we infer the following from them? Answer yes or no: There is at least one w_1 for which the claim that w_1 is a bartender and the claim that w_1 is a scientist cannot both be true.",no,no,1.0,0.0,1.0,False,True
3237,"Consider the following premises: It is overcast. If David drives a car, then it is not overcast. Can we infer the following from them? Answer yes or no: Charles is a taxi driver.",no,no,1.0,0.0,1.0,False,True
1895,"Consider the following premises: There is at least one x for which x is a police officer. Can we infer the following from them? Answer yes or no: For all x, x is not a police officer.",no,no,1.0,0.0,1.0,False,True
1664,"Consider the following premises: There is at least one y for which if y were a police officer, then y is a soldier. For all y, if y were a soldier, then y is a police officer. Can we infer the following from them? Answer yes or no: For all y, it is not true that y is a police officer if and only if y is a soldier.",no,no,0.6224593382055109,0.37754066179448903,0.6224593382055109,False,True
1484,"Consider the following premises: For all v, if v works, then v is writing a letter. There is at least one v for which v will write a letter. Can we infer the following from them? Answer yes or no: There is at least one v for which v will work.",no,no,0.9999999999999731,2.6810038677817314e-14,0.9999999999999731,False,True
1542,"Consider the following premises: There is at least one x for which x will drive a car, or x is a taxi driver or x is happy. Can we infer the following from them? Answer yes or no: There is at least one x for which x will drive a car or x is a taxi driver, or x is happy.",yes,yes,0.9999999990263799,0.9999999990263799,9.736200303530205e-10,False,True
1857,Consider the following premises: There is at least one w for which w will play a game and w is a taxi driver. Can we infer the following from them? Answer yes or no: There is at least one w for which w is not a bartender.,no,no,1.0,0.0,1.0,False,True
3428,"Consider the following premises: If Susan were a musician, then Elisabeth is taking a plane. If Elisabeth takes a plane, then it is sunny. Can we infer the following from them? Answer yes or no: If Susan were a musician, then it is sunny.",yes,yes,1.0,1.0,0.0,False,True
1305,"Consider the following premises: There is at least one u_4 for which the claim that u_4 will sleep and the claim that u_4 will cook cannot both be true. Can we infer the following from them? Answer yes or no: For all u_4, neither u_4 will not sleep nor u_4 will not cook.",no,no,0.9999999999981204,1.8795288165355504e-12,0.9999999999981204,False,True
2216,"Consider the following premises: For all x, if x cooks, then x is driving a car. For all x, x is excited or x will cook. There is at least one x for which if x were excited, then x is driving a car. Can we infer the following from them? Answer yes or no: There is at least one x for which x is a poet.",no,no,1.0,0.0,1.0,False,True
2553,"Consider the following premises: There is at least one x for which if x were a nurse, then x is cooking. Can we infer the following from them? Answer yes or no: There is at least one x for which if x cooks, then x is a nurse.",no,no,0.9999999956365377,4.363462233903899e-09,0.9999999956365377,False,True
3146,"Consider the following premises: If Charles goes running, then Jessica is climbing a mountain. Charles is running. Can we infer the following from them? Answer yes or no: Jessica is climbing a mountain.",yes,yes,1.0,1.0,0.0,False,True
2786,"Consider the following premises: There is at least one v for which v will not write a letter or v is a lawyer. For all v, v will write a letter or v will play a game. Can we infer the following from them? Answer yes or no: There is at least one v for which v will play a game.",no,yes,0.9399133515091156,0.9399133515091156,0.060086648490884395,False,False
1519,"Consider the following premises: There is at least one x for which x is bored or x is a taxi driver or x will drink water. Can we infer the following from them? Answer yes or no: For all x, neither x is bored or x is a taxi driver nor x will drink water.",no,no,1.0,0.0,1.0,False,True
1454,"Consider the following premises: There is at least one x for which x is sad. For all x, x is sad or x will take a plane. Can we infer the following from them? Answer yes or no: There is at least one x for which x will take a plane.",no,no,0.9999999995400946,4.599055376537186e-10,0.9999999995400946,False,True
1065,"Consider the following premises: Karen is not playing a game. If Karen plays a game, then Sarah is cooking. Can we infer the following from them? Answer yes or no: Sarah is not cooking.",no,no,1.0,0.0,1.0,False,True
3005,Consider the following premises: Linda is taking a plane or Linda is taking a plane. Can we infer the following from them? Answer yes or no: Jennifer is not a cashier.,no,no,1.0,0.0,1.0,False,True
1253,"Consider the following premises: It is overcast, or Michael is a politician and Elisabeth is a scientist. Can we infer the following from them? Answer yes or no: both It is overcast or Michael is a politician and It is overcast or Elisabeth is a scientist are true.",yes,yes,0.9999999999094393,0.9999999999094393,9.056076988852742e-11,False,True
2318,"Consider the following premises: There is at least one x for which x is an office clerk, or x is excited and x is an artist. Can we infer the following from them? Answer yes or no: For all x, the claim that x is an office clerk or x is excited and the claim that x is an office clerk or x is an artist cannot both be true.",no,no,1.0,0.0,1.0,False,True
3421,"Consider the following premises: If it rains, then Joseph is reading a book. If Joseph reads a book, then Charles is a writer. Can we infer the following from them? Answer yes or no: The fact that it rains does not imply that Charles is a writer.",no,no,1.0,0.0,1.0,False,True
1091,"Consider the following premises: Charles is a musician or Richard is rich. If Charles were a musician, then it is cold. If Richard were rich, then it is cold. Can we infer the following from them? Answer yes or no: It is not cold.",no,no,1.0,0.0,1.0,False,True
4388,"Consider the following premises: For all z_4, if z_4 goes running, then z_4 is drinking water. For all z_4, z_4 will go running or z_4 will write a letter. For all z_4, if z_4 writes a letter, then z_4 is drinking water. Can we infer the following from them? Answer yes or no: For all z_4, z_4 will drink water.",yes,yes,1.0,1.0,0.0,False,True
1687,"Consider the following premises: For all u_3, if u_3 were a soldier, then u_3 is taking a plane. There is at least one u_3 for which if u_3 takes a plane, then u_3 is a soldier. Can we infer the following from them? Answer yes or no: There is at least one u_3 for which u_3 is a soldier if and only if u_3 will take a plane.",yes,yes,0.999964643742472,0.999964643742472,3.5356257528032616e-05,False,True
3781,"Consider the following premises: For all x, x is a janitor if and only if x will drive a car. Can we infer the following from them? Answer yes or no: There is at least one x for which the fact that x were a janitor does not imply that x is driving a car.",no,no,0.9998415637531546,0.0001584362468454316,0.9998415637531546,False,True
3600,"Consider the following premises: For all x, x will work. Can we infer the following from them? Answer yes or no: There is at least one x for which neither x will work nor x will sleep.",no,no,0.9999999999999356,6.431393941451586e-14,0.9999999999999356,False,True
1534,"Consider the following premises: There is at least one x for which x will go running, and x is a politician and x is a lawyer. Can we infer the following from them? Answer yes or no: There is at least one x for which x will go running and x is a politician, and x is a lawyer.",yes,yes,0.9999997617630155,0.9999997617630155,2.3823698451773172e-07,False,True
